CustomerID,Name,Gender,Age,Country,City,LoyaltyTier,SignupDate,ProductID,ProductCategory,ProductSubCategory,OrderID,OrderDate,Quantity,UnitPrice,TotalAmount,Discount%,PaymentMethod,Returned
5747bc76-9b35-44a5-a5cb-cea331276c8c,Brandon Price,Other,23,France,Port William,Gold,2022-10-07,396722b1-c7e8-477f-b032-85f7cb4161ff,Electronics,Laptop,53db1d6b-724e-4eec-a731-d42b638be06a,2022-12-25,3,232.39,662.31,5.0,PayPal,Yes
8cdefd11-d388-4598-abab-74aec3232c62,Christina Young,Male,33,India,Port Trevorview,Bronze,2022-06-03,d5f3ab0b-b556-4378-9693-1fe785da25dd,Beauty,Fragrance,72c11e1f-b2b9-4259-82a3-4044d677ba7a,2024-09-02,5,202.49,860.58,15.0,Bank Transfer,No
dc438160-dddf-4f36-8875-725974d91aa8,George Lang,Male,27,USA,Jamiemouth,Bronze,2022-01-20,15c30afe-254a-4710-940a-c789d9fde122,Beauty,Makeup,d4df99e2-39b3-44ac-b516-5145a303225e,2023-04-10,2,806.07,1289.71,20.0,Bank Transfer,Yes
f742c47b-2d66-4ed4-a167-bea6a55eccf2,Brittany Salazar,Other,33,Canada,South Chris,Platinum,2022-05-09,bdf440d3-0844-47a9-9f56-6fdf9b105ea4,Clothing,Jacket,e123039a-9902-43b2-bad4-0e839889d951,2024-08-10,5,988.01,3952.04,20.0,Cash,No
28707a2c-05fd-4780-b7d0-ecdfa89adbf4,Kristopher Potter,Other,70,Japan,Lake Paul,Platinum,2022-04-28,0e1e4352-930b-48c6-ae77-51badd1ff463,Sports,Footwear,f5935ed1-9180-4d35-8e6e-b8e1a3301ebd,2022-08-09,2,746.22,1268.57,15.0,Bank Transfer,No
95c69dd3-c678-43c4-9a26-fc419f45d39d,Catherine Wade,Male,71,France,New Mariahberg,Platinum,2023-11-27,b21e4507-67e3-4f52-89ba-f01c1bffd355,Clothing,Shoes,8ae6ce1e-6ac4-49f9-91de-40bdeaa75a09,2024-04-09,4,86.71,312.16,10.0,PayPal,No
19b0abf3-101c-44be-901c-005c6cffadc7,Paul Tran,Female,38,Japan,Nguyenborough,Bronze,2023-12-22,8f27f045-e0d3-4936-bf00-49ededde3bb8,Clothing,Pants,9e800bbb-1e5a-4880-bc4b-14a5d4791180,2024-02-20,2,389.2,739.48,,PayPal,Yes
afa89f03-1460-46f1-a9b9-ca6cb157df3a,Caitlin Rodriguez,Female,44,Australia,Sheliafurt,Platinum,2023-04-07,cc8f9e57-5603-43e3-9ee4-8e146fa012b7,Beauty,Skincare,90c5b15a-fbae-4f2b-bc26-ceb690deb47b,2023-12-23,2,834.56,1418.75,15.0,Credit Card,No
1b5a8ed3-1b7c-4938-81a5-ad9e6e33f0b1,Brittany Santana,Female,18,Australia,West Jody,Gold,2022-03-12,9e8a209b-44ed-4c63-876f-ad6f28ab1eb2,Beauty,Fragrance,e19de9bb-3490-40ed-b5f8-33139c1134ed,2023-07-18,5,750.04,3000.16,20.0,PayPal,No
dcb0757d-be50-4166-a91b-442ea539dd4a,Stephen Lee,Male,35,Brazil,Danielborough,Platinum,2022-05-21,abccab0c-17c8-495e-8e18-e6e3a74b08a1,Electronics,Headphones,c6c1e439-7f48-4b20-a96f-d4ac4212e258,2022-07-12,3,672.18,1714.06,15.0,PayPal,No
01994671-5320-4e1d-91a2-5ad3feb43dbd,Kelli Hughes,Male,57,Japan,Griffinport,Bronze,2023-10-16,039b13ec-f97e-4055-b90d-bace599cd976,Beauty,Nails,82e25376-122c-491d-ba21-1db79ebf4bbe,2023-11-26,5,666.37,3331.85,0.0,Bank Transfer,Yes
d3d026c1-d440-4e48-b31f-d843166e7ec0,Brad Schwartz,Female,29,USA,Monicaville,Gold,2023-11-18,cc8dd4bf-c401-403c-be71-7adf08e90b17,Beauty,Haircare,91a84c10-0eda-4f9a-a0de-264dc06ef070,2024-03-25,2,460.15,828.27,10.0,Bank Transfer,No
7614f26b-b6d6-4284-b600-83d89645aad1,Frederick Allen,Female,34,Canada,Port Matthew,Platinum,2023-07-13,999a8923-874e-4687-a6bc-4b7f1231f0c4,Electronics,Camera,1d32c262-9880-4198-9bdb-04b1f0f1d5c6,2024-09-14,1,999.91,899.92,10.0,PayPal,Yes
7257607c-54b0-40de-9201-a013cdebe99a,Jessica Aguirre,Other,20,USA,Jeffshire,Silver,2023-05-11,cb8579d1-696f-4085-9b9e-a59ec1d72957,Clothing,Shirt,14ef6e53-4511-4eeb-bce6-e522787fcfdc,2024-02-29,5,160.86,764.09,5.0,Bank Transfer,Yes
d5eda09e-770f-42d7-8ea1-47b2647dd559,Laura Weber,Other,31,India,Brightfurt,Gold,2023-07-04,8e154bc7-efce-4628-a319-9216c745b32c,Furniture,Table,6a0b0bdb-c8e6-45ed-b271-6b883bbf46bc,2024-04-11,5,611.18,3055.9,0.0,PayPal,No
5f715e9c-be5b-44ff-8066-a4bc18af6f1d,Michelle Munoz,Male,55,USA,Lake Lisabury,Gold,2023-06-21,d2b8c426-f5ef-4a7c-9f84-a65b4220e01e,Sports,Footwear,1720b0ad-d180-49c1-84d6-5baf528528c3,2023-12-15,4,942.06,3579.83,5.0,Credit Card,Yes
c6c0722f-75c5-457e-9ae7-f9ec99994d24,Cynthia Drake,Male,62,France,North Jamie,Bronze,2023-03-17,e67c45e4-f864-4a8e-bb46-3adf55659d07,Sports,Gym Equipment,64689c16-2a1e-44ef-b406-c46c0cbcd78b,2024-11-11,3,537.42,1451.03,10.0,Credit Card,No
7534f758-edfd-45fd-80d9-78d061b2eb84,Jeffrey Cook,Male,72,Brazil,Ashleymouth,Platinum,2022-09-06,1942c6f1-3285-48c5-a419-5b6cc6a1dde0,Electronics,Headphones,c31671a7-8df6-412d-9471-24036a7bbaf2,2024-07-10,3,639.23,1630.04,15.0,PayPal,No
78e82be3-72f2-4164-a307-64e76602b2a5,Sally Smith,Male,64,Japan,West Charlestown,Gold,2022-01-15,2f1c4b27-74c7-4b33-8392-f2e7fd4ea440,Sports,Accessories,182feffa-994f-438b-b952-3c3b7261f4d4,2024-03-14,4,470.23,1504.74,20.0,Cash,No
7011dcea-5cd9-4b1a-bf1e-c7d2eb3c8d24,Erica Murphy,Male,71,Canada,Taraland,Gold,2023-01-23,66c467b2-92f4-412d-b6ef-4ee0548b5a15,Beauty,Makeup,a88f35f7-b521-4917-8720-ea77c46a7a55,2023-08-16,4,574.15,1952.11,15.0,Cash,Yes
468aac9e-b511-478a-94ed-27accbba3c05,Pamela Pittman,Female,72,Australia,Lake Brianshire,Silver,2022-06-13,901c37f3-d075-4c90-8a64-760724c31d13,Beauty,Makeup,f32f3659-12ed-4489-aa87-2312c72dd1a0,2023-12-22,3,799.85,2159.6,10.0,Cash,No
2506bf5b-9638-4b8e-9758-f2ff98a1f0ed,David Villegas,Other,18,Japan,Cohentown,Silver,2022-07-08,147a1849-2025-433a-af45-c6dc79ee4440,Electronics,Laptop,dd8bdcd2-2abf-44cd-8536-34584b06eb87,2024-09-27,4,493.69,1876.02,5.0,Bank Transfer,No
84649b4e-7ea1-4d92-9681-979514b76ea0,Mark Koch,Female,68,USA,,Bronze,2023-01-22,b831e85f-82a7-4d93-8f36-9797f75ac13e,Furniture,Table,4914d939-ad48-482c-884a-5fe703304796,2023-09-01,4,694.87,2501.53,10.0,Cash,No
6fa12d98-1b91-4264-a4ca-54d3b1ff89a1,Katherine Hall,Other,51,Australia,East Danielton,Platinum,2022-07-05,4970c0b1-301f-4767-991a-ab8c96852b94,Sports,Athletic Wear,0804c588-f7ae-48c9-9bdc-6cdbb7e9d1cb,2023-12-12,3,705.83,1905.74,10.0,Cash,No
5cf601cc-7a68-4b78-b053-1cae12cc1b71,Connor Cox,Male,25,Germany,East Ernestview,Gold,2022-10-18,7cfd8a42-a393-4fde-830b-2cc6ac084896,Electronics,Camera,3dfaefa7-460b-45ef-bc9a-e8cb4ad46c44,2024-08-04,2,199.63,339.37,15.0,Cash,No
6ed618f4-15f2-47be-b701-0e3384372361,Hector Jackson,Male,71,Germany,South Robert,Gold,2022-02-13,eac616e7-8b0b-4d37-8824-880d29c55fd1,Clothing,Shoes,85e0fe2e-374f-4370-a99c-e5ee8123841c,2024-11-16,2,309.24,494.78,20.0,PayPal,No
7056c69f-0dfd-4406-8d63-9c7d1e80b56c,Dawn Rodriguez,Male,21,Japan,Griffinhaven,Gold,2022-12-04,a940af5c-6542-4fa0-afa9-cfa326c7db58,Clothing,Jacket,6c69b743-b7f2-4668-9e99-eabd1b275c32,2024-03-29,1,873.99,699.19,20.0,Cash,No
f01af7f8-82c9-406c-abe3-d47edf435dba,Barbara Owens,Female,46,Australia,Coxview,Silver,2023-11-11,84851609-1e7a-4cae-ab10-4866d3fd79e1,Electronics,Tablet,417cbeff-fc9e-4427-bb77-a93c63fbb374,2024-12-28,4,122.95,491.8,0.0,Bank Transfer,No
1548536c-c3f0-459e-aa3b-23000ed87dd3,Christopher Williams,Male,54,USA,New Jamesland,Silver,2022-11-15,ec42902e-de97-45d1-9ba6-955798535bc2,Clothing,Dress,4c134d6f-6f93-46f0-8770-6b5efbd2eaaa,2023-11-28,3,94.33,268.84,5.0,Credit Card,No
6d18df99-fc80-4476-8749-bca0a3b96fda,Tara Huff,Other,56,South Africa,South Catherine,Silver,2023-01-05,7b24168e-4ce9-4490-a573-642e69a64236,Sports,Footwear,a19326dc-43e1-47a2-8c3f-9c70a3b45e0b,2024-08-05,4,909.42,3273.91,10.0,Bank Transfer,No
5587ca67-6424-4b29-9977-a8135bbcaa5f,Daniel Keller,Other,57,USA,North Shannonview,Bronze,2022-02-01,223d45c6-91c4-4166-bebc-ab23f9e16b7a,Clothing,Pants,fe74a756-d480-4281-b598-87a690616ab1,2024-05-16,3,663.82,1891.89,5.0,PayPal,Yes
9fe131d7-cf23-46b3-bb1c-559c9e63cb83,Edward Hanson,Other,22,UK,Alexisfurt,Bronze,2023-03-25,cbabcb92-334f-4e58-96c8-2315cdcec9c2,Beauty,Fragrance,e125f7a3-fae4-46da-9668-8b011bbe9d9a,2024-06-12,5,475.21,2376.05,0.0,PayPal,No
75e7d5e7-9051-4feb-b2ca-2830d59f7ed0,Brian Weaver,Other,36,India,Hannaborough,Bronze,2022-01-18,9da598a7-0ec3-4dad-a6b1-164afeb2c5ca,Clothing,Shoes,7af17ae8-ce94-473e-b808-f85d40d2e3f5,2023-06-26,5,664.57,3156.71,5.0,Bank Transfer,Yes
397da3ce-d9de-47d1-9dbf-62823b78f44a,Alexis Chen,Other,32,UK,Lake Kaylamouth,Gold,2022-05-04,69491280-5e84-4efa-b5d9-b5acbcd97ed9,Clothing,Shirt,36161b75-73aa-4ede-8403-436d2c503f9e,2023-11-24,1,174.26,156.83,10.0,Cash,No
58a0a67a-c603-4b57-b711-8cb251b0c932,Krista Stanton,Male,47,France,Brucetown,Platinum,2022-02-21,c4f2e7e6-79a5-489a-bf58-9a66441927f2,Furniture,Cabinet,eb96c873-3389-4a44-9d6a-e88b2a0485e6,2023-06-24,5,498.86,2494.3,0.0,Credit Card,No
f85eb475-35db-4ad0-b33e-65393aee5cca,Henry Ortiz,Other,38,South Africa,West Mirandaton,Gold,2022-12-06,07e288b9-a0d6-4688-9c18-6226dec382c5,Electronics,Mobile,7fa2af5c-0b44-4a98-9eb3-35d5156ab42f,2023-12-30,2,962.29,1539.66,20.0,Credit Card,No
515963c9-9416-462a-9208-f969351019b3,Michele Black,Other,20,UK,,Platinum,2022-11-13,83ff78a9-1e61-49fb-b909-29ef34c26c13,Sports,Footwear,9d1907db-ef71-4577-a0b6-d052863fd31e,2024-03-06,3,189.67,455.21,20.0,Bank Transfer,No
6e3229b5-de64-4e50-9858-59954865abf4,Amanda Mata,Male,48,Australia,Lake Andremouth,Platinum,2022-04-22,3ef538e6-b8f2-48f5-ba0d-2578b65133c1,Furniture,Sofa,c1e25296-d5ab-4bc7-b5cd-06ad4f615a58,2022-12-23,1,859.16,773.24,,Bank Transfer,No
459c9053-0732-42a7-9081-b3005d432ae9,Sarah Garrett,Female,60,Brazil,Harrishaven,Bronze,2022-02-04,554d743e-5554-4ab4-b707-9c6e0bda9ef3,Beauty,Skincare,7d08979e-5ebd-4bac-b2c0-d39b0ab4098d,2023-06-25,3,259.87,779.61,0.0,Bank Transfer,Yes
5c8f3fd4-8f45-4016-87fc-a2fbf3d8d5a0,Laura Parsons,Other,73,Japan,Sarahmouth,Platinum,2022-07-08,83ce0756-3a3a-4cd4-9918-715c130de4bd,Beauty,Skincare,015d3ede-b73c-4f9c-913c-9496f57375de,2024-11-23,2,523.25,837.2,20.0,Bank Transfer,No
6e697405-b278-4f5f-9922-494ccdd9ace4,Christopher Blankenship,Male,31,France,Lopezview,Silver,2023-10-25,ca8d99b6-57f9-4f7b-9bfd-8079c937d5cb,Furniture,Bed,660ee3bc-9a34-49b7-9b9d-946eecca88d7,2024-08-18,4,130.21,416.67,20.0,PayPal,Yes
b83f69db-c6f9-4814-a994-2689c2c250c9,Lance Quinn,Female,53,USA,,Platinum,2022-02-07,a64486ec-ca8c-414c-865f-fb147878f016,Electronics,Laptop,7fb37cc1-f75b-475b-984b-4b10e673ddc2,2024-08-31,1,466.83,466.83,0.0,PayPal,No
80341f8d-e8b0-416e-87db-d185bce8fd77,Mary Mueller,Other,36,Japan,Jeffreytown,Gold,2022-12-24,1b466948-becf-427b-abdf-58bfbcc44e1d,Beauty,Fragrance,7161d74b-47c3-4281-badb-d8bf1b1d95e6,2023-05-09,4,251.29,804.13,20.0,PayPal,No
6074a9da-8fe6-432d-9e26-d6a68fd6cb08,Patrick Mills MD,Male,56,Japan,East Patricia,Silver,2022-10-15,360db523-de0e-41b2-bb51-0962c200e315,Electronics,Tablet,646fbb40-f9e6-407c-8703-cc74bc7101ab,2024-11-10,4,346.48,1108.74,20.0,Cash,Yes
7e98c1a4-882a-490a-9c24-e0773d557117,Lauren Roman,Female,64,France,Victorbury,Platinum,2022-11-06,2b7741a7-6cdc-4b12-b926-b5294d05012a,Clothing,Jacket,c90f2562-53e9-434f-99d9-ba8f15f07c76,2024-08-14,5,489.5,2202.75,10.0,Bank Transfer,No
